id,predicted_price
2591820310,430663.0057738305
7974200820,931899.0189166449
7701450110,1396359.4489427106
9522300010,2078549.0753694624
9510861140,652185.1884794871
1761300310,300084.6107125631
7732410120,620998.5143799543
7010701383,785058.6164117621
291310170,499009.44628826843
4232901990,677194.6098830976
6840701125,674198.1768823849
3971700580,450046.29830250435
4202400078,321071.2404314615
6064800090,565059.4717558118
2626119028,245661.42100734636
3303980660,942616.036380872
862000020,558895.6357042203
2386000070,949510.9039731766
1138000450,358243.82520551607
1775800420,488989.6315672563
2291401425,433353.3312757619
2025770560,1351864.1797087146
3525069037,641513.9408745398
9324800450,715782.8114244092
8080400136,580611.1100481098
8651540040,499514.62477366475
9407001790,269267.09324511944
1773101530,297872.87281239446
9432900250,601182.1625799601
1794500695,814031.4556960183
2220069003,353276.16634128836
923000120,588327.5653382881
5728000060,536974.3483105707
16000200,418370.54296594637
1926059094,557539.1867563721
6672900220,732110.3205108828
3629860060,887872.6284454763
1822069109,392315.67552452424
6675500105,437572.23574544693
249000180,1504638.470964499
226059065,497539.67662528134
396100110,229613.09056118128
9264450460,506970.6894115828
7853361210,306664.68234964955
9474700020,214282.24164623386
421000455,244700.40685469515
3755200220,349709.55544153665
7960100075,442202.326588016
9477100490,280179.9591602206
9138100350,1051381.7898093676
1624049275,412540.7994340512
2770606890,330408.1346419767
1157200189,459224.33530406014
2770601800,507151.5453818662
9301300805,503751.26935490035
2325069032,1413164.2729904098
1021079099,407324.12624437164
7215730040,861933.0282520374
1853200080,497880.4783789776
3224600340,819944.3334054926
3222049120,468304.0734539701
2113700025,360099.669336232
7893207925,254495.76886600416
3586501085,432506.52470169525
8024200010,445883.5589320118
7116500705,207406.78931561156
1598600209,348521.28173029737
7204200025,1280082.8016871326
4206901505,623757.3153248394
2937300440,834987.1765673038
7205000180,220923.71760302057
8718500665,294743.86437753
5318101765,1040971.7396757669
4122700020,594574.9564022048
8078700020,467679.68195655925
3303980680,912079.0922338419
8924100372,875507.3490993269
2781270210,295920.03928211605
519000043,652922.6433640821
3225069301,2084003.4693963241
151000075,657083.4933431356
2297400020,403283.38829346845
6617500085,646476.9665258605
104510180,235811.07668409767
3528900060,962242.062788881
3345100286,497774.6054957211
1226039130,497285.4140305906
8712100720,901176.258470891
3037200010,485711.12466224394
3626039268,372628.37678237684
104510230,234165.93991326715
5112800060,324875.7667004529
6072400280,570618.276993284
5317100570,946516.5362376913
9528102993,428145.3290328675
2919201095,564582.2224894001
6181400920,321401.4919823943
185000161,228929.5875998717
8691400010,721526.8130971988
3345700165,533531.8308991857
6151800486,326755.3241360519
4340000080,1100870.295092217
4136960010,684272.1122797959
3634100030,277576.23133325594
1624059224,814258.9497792798
2788400090,267833.39050787827
9828200762,610744.9346066338
7524400250,409232.7931091034
3528000290,761929.4616405205
5700003630,3579887.623036525
2720069019,308173.0824290247
7227501170,222136.18379756124
2397101270,678398.202601976
6792100090,708061.9468275973
2770602265,663276.1689731242
3971700937,305821.8056004322
422049203,276976.7632531925
3076500830,270026.21738371917
1423400260,230180.942161492
9161100795,457032.38106771105
3126049052,368332.0728362358
5100401468,312966.71705121663
514500235,280218.97327841696
1423200170,169926.3218791121
1402100070,407837.59934459644
624110020,911695.5790215576
2407000145,181926.47742320274
1890000225,957861.9457486571
1320069271,366494.6125116857
5490700085,353617.2852212994
263000155,481960.6986302511
3726800201,470765.53777551424
5153200358,358475.5380557821
2725079018,718269.1428649373
7165700200,326326.5062415015
9429000170,495842.0010944373
8718500075,423064.0622343589
1760650950,239082.0612309222
1068000559,1683520.2242060956
4113800500,489300.3111994333
4077800507,679062.320623803
2725069150,761941.0878654158
4008400035,831769.9407505826
7016310270,332143.53531216836
1432701230,237467.3184064704
3278606050,380096.34814479534
2473350710,404581.58191328624
2185000685,222457.3632526554
7792000025,572228.6114995499
6868200029,560149.6029465207
624069003,830789.2831752201
7431500280,708228.0806305629
3296000040,583004.756476984
1118001215,1099934.2068728756
6453900040,740326.3671766334
333100209,616030.7194636079
34001765,616796.111257511
8946700100,557368.0018561302
5561401210,856934.9928935552
6671900095,347484.1506037959
3275850020,616813.7582168548
3876300600,289994.4482896708
1450900020,232956.89643444898
8562780280,337358.9289435469
7663700973,352227.90884134645
2126049032,371120.76942144136
1823059159,259206.3318874685
3438503426,261869.651602279
9297301495,484167.38419679884
7140700850,377366.8655683139
7942601805,741347.992541234
2555900030,341967.0698315872
2887970040,346453.07939415256
7419700010,464850.7248887204
2239000011,324979.26527702017
9283800050,481622.9856514356
9407001340,348313.60816000425
217500140,415864.44079128513
7212660520,272747.1214184691
3298201170,322113.69729058316
3057000400,350684.76178073173
6865200444,575819.7607718161
6071600340,494627.26281436475
6821600005,842997.9835154045
1235100371,636726.8429966049
7796450340,331444.87013490417
3603000410,199531.8967859165
9297300255,715666.7746425744
9126100850,608702.2019816928
2770601462,597741.1570237507
2599001500,230165.5763719425
1102000095,916802.2645356714
1853080640,1207824.9215545477
9551201585,1161338.954480093
3438500796,252133.36976629397
7518504291,666091.2824742206
9269200340,469315.8444541918
715010130,2736000.573774991
1982201485,611067.6986652655
9526500080,416432.7602410157
9277200180,436708.4389807907
6669150280,307637.7723744647
8917100153,597421.4437530661
3760500516,1189825.3070615071
2725069050,1087563.3969721105
3332000091,367058.46794839884
8562770080,605171.9810115872
8151601190,299711.6588031882
8563040160,546431.151626181
240000269,856081.4047524093
4307350200,253865.99649529575
1311910300,283937.4682682325
3574900030,403918.4810810415
7853230570,457112.58652807155
320069049,328140.28171284846
9839301060,750299.9813226046
7011201333,788911.8222629436
2781320100,358821.67736741167
3421069120,598536.3370436651
7852030320,481828.80158185685
5316101075,1862794.1597460113
5309100750,602836.2060159089
629000730,531418.3335992479
511700170,353819.0102699548
1562100030,608696.9774626237
2489200230,501743.779887582
524069116,476095.88650471764
5315100737,830190.5177127846
1868900675,894745.000259873
1608000120,376629.8198926209
705700240,408314.33563106257
7575600610,217873.52745802974
1778500015,620657.4828341191
5423500240,237181.23602991505
6713700025,359487.531148822
2734100734,301993.20542113244
